,prompt,completion
363,"date=3/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=2, fpcpi_m_fe=2->",2
364,"date=4/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=3, fpcpi_m_fe=2->",2
365,"date=5/1/2014, spcpi=1, spcpi_m_s=1, spcpi_m_fe=1, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=1, fpcpi=3, fpcpi_m_fe=3->",3
366,"date=6/1/2014, spcpi=1, spcpi_m_s=1, spcpi_m_fe=1, spcpi_m_fes=1, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=3, fpcpi_m_fe=2->",2
367,"date=7/1/2014, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=2, median_cpi=1, fpcpi=3, fpcpi_m_fe=2->",2
368,"date=8/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=2, fpcpi_m_fe=2->",2
369,"date=9/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=2, fpcpi_m_fe=2->",2
370,"date=10/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=1, fpcpi_m_fe=3->",3
371,"date=11/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=1, fpcpi_m_fe=1->",1
372,"date=12/1/2014, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=0, fpcpi_m_fe=0->",0
373,"date=1/1/2015, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=0->",0
374,"date=2/1/2015, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
375,"date=3/1/2015, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=2->",2
376,"date=4/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=2->",2
377,"date=5/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
378,"date=6/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
379,"date=7/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
380,"date=8/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
381,"date=9/1/2015, spcpi=1, spcpi_m_s=0, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
382,"date=10/1/2015, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=0->",0
383,"date=11/1/2015, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=0, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
384,"date=12/1/2015, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=0, sixteenP_trim_mean_cpi=0, median_cpi=1, fpcpi=0, fpcpi_m_fe=1->",1
385,"date=1/1/2016, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=0, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
386,"date=2/1/2016, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=0, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=2->",2
387,"date=3/1/2016, spcpi=2, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=0, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
388,"date=4/1/2016, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
389,"date=5/1/2016, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=2->",2
390,"date=6/1/2016, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=2->",2
391,"date=7/1/2016, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
392,"date=8/1/2016, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=3, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=0, fpcpi_m_fe=1->",1
393,"date=9/1/2016, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=1, fpcpi_m_fe=1->",1
394,"date=10/1/2016, spcpi=2, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=1, fpcpi_m_fe=2->",2
395,"date=11/1/2016, spcpi=2, spcpi_m_s=0, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=1, fpcpi_m_fe=1->",1
396,"date=12/1/2016, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=2, fpcpi_m_fe=1->",1
397,"date=1/1/2017, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=4, fpcpi_m_fe=1->",1
398,"date=2/1/2017, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=5, fpcpi_m_fe=1->",1
399,"date=3/1/2017, spcpi=2, spcpi_m_s=0, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=4, fpcpi_m_fe=1->",1
400,"date=4/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=3, fpcpi_m_fe=1->",1
401,"date=5/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=2, fpcpi_m_fe=0->",0
402,"date=6/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=1, fpcpi_m_fe=0->",0
403,"date=7/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=2, fpcpi_m_fe=0->",0
404,"date=8/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=3, fpcpi_m_fe=0->",0
405,"date=9/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=4, fpcpi_m_fe=0->",0
406,"date=10/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=3, fpcpi_m_fe=0->",0
407,"date=11/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=4, fpcpi_m_fe=0->",0
408,"date=12/1/2017, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=3, fpcpi_m_fe=1->",1
409,"date=1/1/2018, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=3, fpcpi_m_fe=1->",1
410,"date=2/1/2018, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=4, fpcpi_m_fe=1->",1
411,"date=3/1/2018, spcpi=2, spcpi_m_s=0, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=1, median_cpi=2, fpcpi=3, fpcpi_m_fe=2->",2
412,"date=4/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=4, fpcpi_m_fe=1->",1
413,"date=5/1/2018, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=5, fpcpi_m_fe=2->",2
414,"date=6/1/2018, spcpi=3, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=5, fpcpi_m_fe=2->",2
415,"date=7/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=5, fpcpi_m_fe=3->",3
416,"date=8/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=5, fpcpi_m_fe=1->",1
417,"date=9/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=3, fpcpi_m_fe=2->",2
418,"date=10/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=4, fpcpi_m_fe=2->",2
419,"date=11/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=2, fpcpi_m_fe=2->",2
420,"date=12/1/2018, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=2, fpcpi_m_fe=3->",3
421,"date=1/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=1, fpcpi_m_fe=3->",3
422,"date=2/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=1, fpcpi_m_fe=2->",2
423,"date=3/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=1->",1
424,"date=4/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=2, fpcpi_m_fe=2->",2
425,"date=5/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=3, sixteenP_trim_mean_cpi=2, median_cpi=3, fpcpi=1, fpcpi_m_fe=1->",1
426,"date=6/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=4, fpcpi=1, fpcpi_m_fe=2->",2
427,"date=7/1/2019, spcpi=2, spcpi_m_s=1, spcpi_m_fe=2, spcpi_m_fes=1, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=2->",2
428,"date=8/1/2019, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=3, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=3->",3
429,"date=9/1/2019, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=3->",3
430,"date=10/1/2019, spcpi=3, spcpi_m_s=3, spcpi_m_fe=3, spcpi_m_fes=3, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=1->",1
431,"date=11/1/2019, spcpi=3, spcpi_m_s=3, spcpi_m_fe=4, spcpi_m_fes=3, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=1, fpcpi_m_fe=1->",1
432,"date=12/1/2019, spcpi=3, spcpi_m_s=3, spcpi_m_fe=4, spcpi_m_fes=3, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=2, fpcpi_m_fe=0->",0
433,"date=1/1/2020, spcpi=4, spcpi_m_s=3, spcpi_m_fe=4, spcpi_m_fes=3, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=3, fpcpi_m_fe=0->",0
434,"date=2/1/2020, spcpi=4, spcpi_m_s=3, spcpi_m_fe=4, spcpi_m_fes=3, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=2, fpcpi_m_fe=1->",1
435,"date=3/1/2020, spcpi=3, spcpi_m_s=2, spcpi_m_fe=3, spcpi_m_fes=2, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=0, fpcpi_m_fe=0->",0
436,"date=4/1/2020, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=2, median_cpi=4, fpcpi=0, fpcpi_m_fe=0->",0
437,"date=5/1/2020, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=4, fpcpi=0, fpcpi_m_fe=0->",0
438,"date=6/1/2020, spcpi=1, spcpi_m_s=0, spcpi_m_fe=1, spcpi_m_fes=0, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=0, fpcpi_m_fe=0->",0
439,"date=7/1/2020, spcpi=2, spcpi_m_s=2, spcpi_m_fe=2, spcpi_m_fes=2, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=0, fpcpi_m_fe=0->",0
440,"date=8/1/2020, spcpi=2, spcpi_m_s=2, spcpi_m_fe=2, spcpi_m_fes=2, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=3, fpcpi=1, fpcpi_m_fe=0->",0
441,"date=9/1/2020, spcpi=1, spcpi_m_s=2, spcpi_m_fe=1, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=2, fpcpi=1, fpcpi_m_fe=2->",2
442,"date=10/1/2020, spcpi=0, spcpi_m_s=1, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=2, median_cpi=2, fpcpi=1, fpcpi_m_fe=4->",4
443,"date=11/1/2020, spcpi=0, spcpi_m_s=1, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=2, median_cpi=1, fpcpi=1, fpcpi_m_fe=4->",4
444,"date=12/1/2020, spcpi=0, spcpi_m_s=1, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=2, median_cpi=1, fpcpi=2, fpcpi_m_fe=5->",5
445,"date=1/1/2021, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=0, fpcpi=3, fpcpi_m_fe=5->",5
446,"date=2/1/2021, spcpi=0, spcpi_m_s=0, spcpi_m_fe=0, spcpi_m_fes=0, trim_mean_pce=1, sixteenP_trim_mean_cpi=1, median_cpi=1, fpcpi=4, fpcpi_m_fe=3->",3
447,"date=3/1/2021, spcpi=0, spcpi_m_s=1, spcpi_m_fe=0, spcpi_m_fes=1, trim_mean_pce=2, sixteenP_trim_mean_cpi=2, median_cpi=0, fpcpi=6, fpcpi_m_fe=5->",5
448,"date=4/1/2021, spcpi=2, spcpi_m_s=4, spcpi_m_fe=2, spcpi_m_fes=4, trim_mean_pce=2, sixteenP_trim_mean_cpi=3, median_cpi=1, fpcpi=7, fpcpi_m_fe=7->",7
449,"date=5/1/2021, spcpi=3, spcpi_m_s=5, spcpi_m_fe=3, spcpi_m_fes=5, trim_mean_pce=3, sixteenP_trim_mean_cpi=4, median_cpi=1, fpcpi=7, fpcpi_m_fe=7->",7
450,"date=6/1/2021, spcpi=3, spcpi_m_s=5, spcpi_m_fe=3, spcpi_m_fes=5, trim_mean_pce=3, sixteenP_trim_mean_cpi=5, median_cpi=1, fpcpi=7, fpcpi_m_fe=7->",7
451,"date=7/1/2021, spcpi=2, spcpi_m_s=4, spcpi_m_fe=2, spcpi_m_fes=3, trim_mean_pce=3, sixteenP_trim_mean_cpi=5, median_cpi=1, fpcpi=7, fpcpi_m_fe=7->",7
452,"date=8/1/2021, spcpi=3, spcpi_m_s=4, spcpi_m_fe=2, spcpi_m_fes=3, trim_mean_pce=4, sixteenP_trim_mean_cpi=5, median_cpi=2, fpcpi=7, fpcpi_m_fe=7->",7
453,"date=9/1/2021, spcpi=4, spcpi_m_s=4, spcpi_m_fe=3, spcpi_m_fes=4, trim_mean_pce=5, sixteenP_trim_mean_cpi=6, median_cpi=3, fpcpi=7, fpcpi_m_fe=7->",7
454,"date=10/1/2021, spcpi=5, spcpi_m_s=5, spcpi_m_fe=4, spcpi_m_fes=5, trim_mean_pce=5, sixteenP_trim_mean_cpi=7, median_cpi=5, fpcpi=7, fpcpi_m_fe=7->",7
455,"date=11/1/2021, spcpi=5, spcpi_m_s=5, spcpi_m_fe=5, spcpi_m_fes=5, trim_mean_pce=6, sixteenP_trim_mean_cpi=7, median_cpi=6, fpcpi=7, fpcpi_m_fe=7->",7
456,"date=12/1/2021, spcpi=6, spcpi_m_s=6, spcpi_m_fe=5, spcpi_m_fes=5, trim_mean_pce=6, sixteenP_trim_mean_cpi=7, median_cpi=6, fpcpi=7, fpcpi_m_fe=7->",7
457,"date=1/1/2022, spcpi=6, spcpi_m_s=6, spcpi_m_fe=6, spcpi_m_fes=6, trim_mean_pce=6, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
458,"date=2/1/2022, spcpi=6, spcpi_m_s=7, spcpi_m_fe=6, spcpi_m_fes=6, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
459,"date=3/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=6, spcpi_m_fes=6, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
460,"date=4/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=6, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
461,"date=5/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
462,"date=6/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
463,"date=7/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
464,"date=8/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
465,"date=9/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
466,"date=10/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=7->",7
467,"date=11/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=7, fpcpi_m_fe=5->",5
468,"date=12/1/2022, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=6, fpcpi_m_fe=2->",2
469,"date=1/1/2023, spcpi=7, spcpi_m_s=7, spcpi_m_fe=7, spcpi_m_fes=7, trim_mean_pce=7, sixteenP_trim_mean_cpi=7, median_cpi=7, fpcpi=6, fpcpi_m_fe=1->",1
